strength,dexterity,intelligence,vigor,constitution,height,character,fitness,age,generation
49,21,54,24,2,1.31,warrior,16.73821485386454,1,10
50,17,55,25,3,1.31,warrior,16.738785030919747,1,10
50,20,53,25,2,1.31,warrior,16.738785030919747,1,10
50,20,52,24,4,1.31,warrior,16.738785030919747,1,10
50,20,54,24,2,1.31,warrior,16.738785030919747,6,11
50,19,53,25,3,1.31,warrior,16.738785030919747,5,11
50,20,53,25,2,1.31,warrior,16.738785030919747,5,11
50,20,52,24,4,1.31,warrior,16.738785030919747,4,11
50,21,52,25,2,1.31,warrior,16.738785030919747,3,11
50,17,55,25,3,1.31,warrior,16.738785030919747,2,11
50,20,53,25,2,1.31,warrior,16.738785030919747,2,11
50,20,52,24,4,1.31,warrior,16.738785030919747,2,11
49,20,53,25,3,1.31,warrior,16.73821485386454,7,11
49,20,56,21,4,1.31,warrior,16.73821485386454,6,11
49,20,55,23,3,1.31,warrior,16.73821485386454,6,11
49,20,56,22,3,1.31,warrior,16.73821485386454,5,11
49,20,55,23,3,1.31,warrior,16.73821485386454,5,11
49,18,56,25,2,1.31,warrior,16.73821485386454,4,11
49,21,53,25,2,1.31,warrior,16.73821485386454,4,11
49,20,54,25,2,1.31,warrior,16.73821485386454,3,11
50,19,53,25,3,1.31,warrior,16.738785030919747,1,11
50,20,54,24,2,1.31,warrior,16.738785030919747,1,11
50,20,52,24,4,1.31,warrior,16.738785030919747,1,11
50,20,53,25,2,1.31,warrior,16.738785030919747,1,11
50,20,54,24,2,1.31,warrior,16.738785030919747,7,12
50,19,53,25,3,1.31,warrior,16.738785030919747,6,12
50,20,53,25,2,1.31,warrior,16.738785030919747,6,12
50,20,52,24,4,1.31,warrior,16.738785030919747,5,12
50,21,52,25,2,1.31,warrior,16.738785030919747,4,12
50,17,55,25,3,1.31,warrior,16.738785030919747,3,12
50,20,53,25,2,1.31,warrior,16.738785030919747,3,12
50,20,52,24,4,1.31,warrior,16.738785030919747,3,12
50,19,53,25,3,1.31,warrior,16.738785030919747,2,12
50,20,54,24,2,1.31,warrior,16.738785030919747,2,12
50,20,52,24,4,1.31,warrior,16.738785030919747,2,12
50,20,53,25,2,1.31,warrior,16.738785030919747,2,12
49,20,53,25,3,1.31,warrior,16.73821485386454,8,12
49,20,56,21,4,1.31,warrior,16.73821485386454,7,12
49,20,55,23,3,1.31,warrior,16.73821485386454,7,12
49,20,56,22,3,1.31,warrior,16.73821485386454,6,12
49,20,54,25,2,1.31,warrior,16.73821485386454,1,12
51,19,53,25,2,1.31,warrior,16.73119336315614,1,12
50,20,52,24,4,1.31,warrior,16.738785030919747,1,12
50,20,53,25,2,1.31,warrior,16.738785030919747,1,12
50,20,54,24,2,1.31,warrior,16.738785030919747,8,13
50,19,53,25,3,1.31,warrior,16.738785030919747,7,13
50,20,53,25,2,1.31,warrior,16.738785030919747,7,13
50,20,52,24,4,1.31,warrior,16.738785030919747,6,13
50,21,52,25,2,1.31,warrior,16.738785030919747,5,13
50,17,55,25,3,1.31,warrior,16.738785030919747,4,13
50,20,53,25,2,1.31,warrior,16.738785030919747,4,13
50,20,52,24,4,1.31,warrior,16.738785030919747,4,13
50,19,53,25,3,1.31,warrior,16.738785030919747,3,13
50,20,54,24,2,1.31,warrior,16.738785030919747,3,13
50,20,52,24,4,1.31,warrior,16.738785030919747,3,13
50,20,53,25,2,1.31,warrior,16.738785030919747,3,13
50,20,52,24,4,1.31,warrior,16.738785030919747,2,13
50,20,53,25,2,1.31,warrior,16.738785030919747,2,13
49,20,53,25,3,1.31,warrior,16.73821485386454,9,13
49,20,56,21,4,1.31,warrior,16.73821485386454,8,13
51,19,55,24,1,1.31,warrior,16.73119336315614,1,13
50,19,53,25,3,1.31,warrior,16.738785030919747,1,13
48,28,49,24,1,1.31,warrior,16.729464757667056,1,13
50,20,52,24,4,1.31,warrior,16.738785030919747,1,13
50,20,54,24,2,1.31,warrior,16.738785030919747,9,14
50,19,53,25,3,1.31,warrior,16.738785030919747,8,14
50,20,53,25,2,1.31,warrior,16.738785030919747,8,14
50,20,52,24,4,1.31,warrior,16.738785030919747,7,14
50,21,52,25,2,1.31,warrior,16.738785030919747,6,14
50,17,55,25,3,1.31,warrior,16.738785030919747,5,14
50,20,53,25,2,1.31,warrior,16.738785030919747,5,14
50,20,52,24,4,1.31,warrior,16.738785030919747,5,14
50,19,53,25,3,1.31,warrior,16.738785030919747,4,14
50,20,54,24,2,1.31,warrior,16.738785030919747,4,14
50,20,52,24,4,1.31,warrior,16.738785030919747,4,14
50,20,53,25,2,1.31,warrior,16.738785030919747,4,14
50,20,52,24,4,1.31,warrior,16.738785030919747,3,14
50,20,53,25,2,1.31,warrior,16.738785030919747,3,14
50,19,53,25,3,1.31,warrior,16.738785030919747,2,14
50,20,52,24,4,1.31,warrior,16.738785030919747,2,14
50,19,53,25,3,1.31,warrior,16.738785030919747,1,14
50,19,53,26,2,1.31,warrior,16.738785030919747,1,14
44,17,45,42,2,1.31,warrior,16.61247090932242,1,14
50,21,52,25,2,1.31,warrior,16.738785030919747,1,14
50,20,54,24,2,1.31,warrior,16.738785030919747,10,15
50,19,53,25,3,1.31,warrior,16.738785030919747,9,15
50,20,53,25,2,1.31,warrior,16.738785030919747,9,15
50,20,52,24,4,1.31,warrior,16.738785030919747,8,15
50,21,52,25,2,1.31,warrior,16.738785030919747,7,15
50,17,55,25,3,1.31,warrior,16.738785030919747,6,15
50,20,53,25,2,1.31,warrior,16.738785030919747,6,15
50,20,52,24,4,1.31,warrior,16.738785030919747,6,15
50,19,53,25,3,1.31,warrior,16.738785030919747,5,15
50,20,54,24,2,1.31,warrior,16.738785030919747,5,15
50,20,52,24,4,1.31,warrior,16.738785030919747,5,15
50,20,53,25,2,1.31,warrior,16.738785030919747,5,15
50,20,52,24,4,1.31,warrior,16.738785030919747,4,15
50,20,53,25,2,1.31,warrior,16.738785030919747,4,15
50,19,53,25,3,1.31,warrior,16.738785030919747,3,15
50,20,52,24,4,1.31,warrior,16.738785030919747,3,15
50,19,54,25,2,1.32,warrior,17.435868539514285,1,15
49,20,53,24,4,1.31,warrior,16.73821485386454,1,15
49,22,52,24,3,1.31,warrior,16.73821485386454,1,15
50,20,52,26,2,1.3,warrior,15.952568075239114,1,15
50,19,54,25,2,1.32,warrior,17.435868539514285,2,16
50,20,54,24,2,1.31,warrior,16.738785030919747,11,16
50,19,53,25,3,1.31,warrior,16.738785030919747,10,16
50,20,53,25,2,1.31,warrior,16.738785030919747,10,16
50,20,52,24,4,1.31,warrior,16.738785030919747,9,16
